tot_emd,to_ga_001,to_ga_002,ga_sd_001,ga_sd_002,ga_sd_003,ga_sd_004,ga_sd_005,ga_sd_006,ga_sd_999
31180510,3157,2.26,684,1106,141,0,1147,45,0
31180520,2836,2.06,468,1035,92,0,1164,55,0
31180530,16121,2.65,3516,8492,851,0,2936,148,0
31180540,6159,2.49,1251,3062,317,0,1442,33,0
31180550,7901,2.33,1590,3475,330,0,2376,44,0
31180560,9412,2.52,1853,4801,408,0,2170,79,0
31180590,1540,2.24,349,484,126,0,552,17,0
31180600,1532,2.17,346,494,66,0,587,39,0
31180610,8820,2.94,1421,5623,456,0,1201,38,0
31180620,17745,2.14,2612,6759,416,0,7589,239,0
31180630,17329,2.6,2768,9564,568,0,4103,105,0
31180650,6475,2.73,1139,3757,268,0,1194,62,0
31180660,1012,2.29,218,399,56,0,323,5,0
31180670,1192,2.55,270,550,66,0,292,0,0
31191110,12005,2.61,1975,5968,597,0,3158,190,0
31191120,9566,2.81,1802,4469,500,0,2557,161,0
31191130,7240,2.59,1401,3372,402,0,1890,119,0
31191320,8581,2.46,1981,3996,314,0,2084,129,0
31191340,3202,2.35,867,1132,179,0,943,59,0
31191350,3354,2.55,817,1129,215,0,1093,75,0
31191360,7049,2.73,1343,2880,348,0,2246,187,0
31191510,10512,2.38,1556,4055,396,0,4178,233,0
31191520,16431,2.55,2591,8516,558,0,4413,187,0
31191530,12616,2.69,2057,7135,589,0,2563,134,0
31191540,5302,2.41,1016,2353,227,0,1574,61,0
31192520,16375,2.45,2746,7846,479,0,4876,272,0
31192540,7562,2.59,1548,3793,385,0,1646,120,0
31192550,9573,3.22,1336,4777,224,0,3025,64,0
31192560,13502,2.74,2723,7457,737,0,2378,73,0
31192570,10592,2.95,2327,5821,698,0,1551,59,0
31192590,11998,2.75,2345,6712,680,0,2047,84,0
31192600,8361,2.88,1420,4757,550,0,1508,56,0
31192610,14354,2.52,2642,7417,504,0,3467,190,0
31192630,10471,2.7,1624,5992,427,0,2264,59,0
31192640,5946,2.7,1196,3217,234,0,1186,53,0
31192650,5378,2.35,864,2403,161,0,1795,117,0
31192660,11140,2.8,2036,6148,682,0,2077,82,0
31192670,10665,2.91,1438,6946,453,0,1690,23,0
31192680,8144,3.09,1222,5326,538,0,960,16,0
31192690,7050,2.88,1161,4339,362,0,1069,60,0
31193510,14149,2.39,2246,6778,431,0,4359,187,0
31193520,14240,2.76,2005,8497,568,0,2859,147,0
31193530,12246,2.82,2390,7293,635,0,1738,64,0
31193540,19823,2.72,3290,11403,840,0,4014,76,0
31193550,7134,2.47,1274,3597,254,0,1859,76,0
31193560,15890,2.65,3013,8677,558,0,3283,155,0
31193570,16201,2.81,2670,9205,974,0,3070,102,0
31193580,10422,2.98,1988,6545,712,0,1036,40,0
31193590,14678,2.88,3379,8353,1080,0,1670,33,0
31200110,18404,2.49,3363,8760,870,0,4984,257,0
31200120,5458,2.18,1185,1790,307,0,2009,130,0
31200130,4235,2.35,1052,1548,285,0,1241,80,0
31200150,10750,2.61,2298,5161,745,0,2308,143,0
31200210,73,2.12,31,22,6,0,13,0,0
31200260,0,#DIV/0!,0,0,0,0,0,0,0
31200270,0,#DIV/0!,0,0,0,0,0,0,0
31200310,3630,3.76,524,744,116,0,2110,120,0
31200320,5915,2.39,1177,1960,255,0,2305,186,0
31200350,4360,2.66,1013,1659,247,0,1278,142,0
31200360,1563,2.26,434,512,98,0,482,18,0
31200370,2686,2.41,738,1003,171,0,701,51,0
31200380,147,2.62,42,53,20,0,32,0,0
31200520,11663,2.77,1869,6811,540,0,2191,111,0
31200530,9853,2.11,1681,3591,377,0,3865,291,0
31200540,9801,2.64,1844,5043,572,0,2086,163,0
31200550,14314,2.69,2444,7596,768,0,3229,124,0
31200560,15174,2.78,2446,8939,840,0,2733,99,0
31200570,21072,2.68,3420,11955,915,0,4463,131,0
31200580,25208,2.66,4078,14203,1109,0,5346,222,0
31210110,5784,2.45,1385,2430,325,0,1508,76,0
31210120,13164,2.66,2111,6550,560,0,3555,239,0
31210310,5103,2.63,1079,2151,267,0,1436,139,0
31210320,4083,2.51,982,1795,272,0,933,72,0
31210330,2205,2.67,561,801,153,0,626,48,0
31210340,4969,2.63,868,1759,204,0,1980,108,0
31210350,5319,2.41,940,2258,201,0,1651,219,0
31210360,1719,2.34,501,566,120,0,474,52,0
31210370,1890,2.4,557,603,123,0,559,30,0
31210380,1197,2.09,380,321,59,0,397,39,0
31210510,7377,2.19,1231,2932,313,0,2688,157,0
31210520,5755,2.61,1033,2132,231,0,2169,160,0
31210530,4337,2.27,818,1728,175,0,1473,119,0
31210540,17465,2.89,2544,11233,742,0,2705,73,0
31220110,21534,2.53,3566,10788,827,0,5787,386,0
31220310,2140,2.38,614,724,145,0,598,33,0
31220320,3079,2.34,712,1203,136,0,962,42,0
31220330,1372,2.39,392,444,111,0,398,17,0
31220340,2257,2.53,561,756,146,0,712,64,0
31220350,7854,2.17,1181,2403,183,0,3592,433,0
31220360,2049,2.56,550,643,116,0,680,37,0
31220380,2728,2.15,567,841,98,0,1108,98,0
31220390,3202,2.3,852,1031,171,0,1049,80,0
31220400,3044,2.41,710,866,163,0,1193,91,0
31220410,2231,2.1,384,421,83,0,1268,59,0
31220420,800,2.15,238,222,51,0,272,12,0
31220510,4963,2.53,1041,2069,276,0,1461,77,0
31220520,8665,2.54,1347,4077,360,0,2672,146,0
31220530,8148,2.59,1596,4132,376,0,1874,72,0
31230110,10851,2.26,2173,4386,459,0,3534,234,0
31230120,9088,2.73,1940,4870,598,0,1539,67,0
31230130,9777,2.21,1925,3971,305,0,3311,174,0
31230131,1397,1.72,272,290,36,0,750,40,0
31230340,4180,2.11,1025,1220,196,0,1605,123,0
31230350,2378,2.46,644,656,106,0,900,59,0
31230360,3234,2.29,953,1128,191,0,879,58,0
31230530,8580,2.5,1586,4397,332,0,2036,138,0
31230540,19527,2.91,3560,11973,1213,0,2458,75,0
31230560,14379,2.71,2122,8436,624,0,2987,69,0
31230600,16699,2.74,2926,9735,691,0,3007,110,0
31230610,16954,2.81,3036,9881,1074,0,2714,136,0
31230620,12031,2.94,1993,7542,722,0,1586,42,0
31230630,14763,2.47,2560,7381,461,0,4066,162,0
31230640,12202,2.35,2051,5742,334,0,3813,130,0
31240120,28201,2.67,4601,14871,1134,0,7048,252,0
31240130,7038,2.35,1654,2648,322,0,2181,151,0
31240140,8950,2.53,1236,4693,259,0,2541,125,0
31240141,13150,2.57,1835,6711,396,0,3812,244,0
31240142,11484,1.99,1683,3668,292,0,5411,359,0
31240150,15752,2.32,2887,6486,533,0,5157,571,0
31240310,3001,2.28,682,1157,137,0,942,56,0
31240330,2349,2.29,634,813,117,0,718,52,0
31240350,3032,2.01,648,809,120,0,1345,94,0
31240360,4288,2.27,1084,1488,258,0,1321,102,0
31240370,2881,2.09,890,790,123,0,989,74,0
31240380,4614,1.99,1005,1108,170,0,2154,165,0
31240390,4303,2.2,1037,1278,201,0,1641,119,0
31240420,1758,2.2,417,467,88,0,715,63,0
31240430,5039,2.14,1070,1579,213,0,2015,126,0
31240520,18117,2.24,2475,7383,509,0,7196,400,0
31240530,10345,2.59,1536,5431,425,0,2685,170,0
31240540,8245,2.84,1131,5090,342,0,1522,53,0
31240550,9935,3.01,1432,6509,478,0,1288,118,0
31240560,4482,2.94,787,2759,263,0,620,21,0
31240570,8718,2.57,1554,4359,437,0,2158,129,0
31240600,11149,3.04,1426,7604,400,0,1473,52,0
31240610,18022,2.61,2097,9848,455,0,5048,327,0
31240620,15638,2.54,1876,8401,429,0,4528,250,0
31240640,15963,3.15,1895,11909,501,0,1376,36,0
31240650,14026,2.46,2144,7045,338,0,4121,215,0
31240670,5364,2.94,917,3615,175,0,577,5,0
31240690,24221,2.79,3785,15070,640,0,4196,197,0
31240700,11022,2.38,1637,5182,228,0,3641,171,0
31240710,7310,2.47,1286,3715,129,0,1996,76,0
31250110,40011,2.52,8076,19641,1823,0,9495,641,0
31250120,15883,2.61,3192,7673,804,0,3850,250,0
31250140,8973,2.35,1743,3637,368,0,2920,243,0
31250340,3577,2.37,837,1258,225,0,1153,88,0
31250350,5617,2.39,1459,2274,279,0,1469,100,0
31250360,579,2.22,208,169,40,0,150,5,0
31250380,939,2.51,235,383,74,0,220,15,0
31250510,16228,2.55,3041,8279,664,0,3882,216,0
31250520,22388,2.59,4272,11430,1195,0,5010,318,0
31250530,22535,2.73,4377,12782,1157,0,3842,160,0
31260110,9639,2.61,2148,4682,548,0,2053,104,0
31260310,2415,2.35,552,836,157,0,775,86,0
31260320,2818,2.39,690,973,137,0,925,82,0
31260330,4923,2.32,1027,1829,255,0,1659,121,0
31260340,3748,2.85,1008,1411,257,0,973,54,0
31260510,2108,2.36,561,788,134,0,555,50,0
31260520,17580,2.76,3280,10053,932,0,3073,79,0
31260530,3732,2.41,717,1716,185,0,1017,81,0
31260540,10040,2.58,1888,5145,491,0,2311,123,0
31260550,10035,2.66,1707,5705,425,0,2036,50,0
31260560,14544,2.38,2419,6899,407,0,4512,145,0
31270110,16527,2.52,3095,8139,746,0,4170,246,0
31270310,3426,2.32,772,1298,193,0,1071,68,0
31270320,1858,2.21,429,579,94,0,679,72,0
31270330,3058,2.21,684,966,160,0,1127,110,0
31270340,5086,2.35,1146,1897,198,0,1655,153,0
31270350,940,2.07,296,263,44,0,307,21,0
31270360,2082,2.12,548,631,119,0,709,68,0
31270370,3936,2.29,900,1422,197,0,1314,77,0
31270380,2489,2.19,604,859,100,0,840,77,0
31270390,3419,2.28,787,1263,140,0,1143,74,0
31270400,1238,2.07,371,352,59,0,424,21,0
31270410,1023,2.27,264,311,68,0,344,34,0
31270510,7183,2.38,1321,3300,304,0,2058,155,0
31270520,6008,2.42,1106,2382,210,0,2150,121,0
31280110,6286,2.38,1351,2385,285,0,2044,167,0
31280310,1797,2.34,573,556,117,0,499,46,0
31280320,2381,2.58,634,838,194,0,650,48,0
31280330,1934,2.29,560,643,148,0,532,43,0
31280340,1245,2.15,360,359,74,0,412,40,0
31280350,985,2.3,294,319,70,0,275,16,0
31280360,2881,2.3,814,922,193,0,875,71,0
31280370,1840,2.54,500,651,131,0,510,31,0
31280380,1525,2.59,426,477,82,0,486,50,0
31280510,8643,2.33,1652,3604,422,0,2693,200,0
31280511,145,2.28,61,51,5,0,27,0,0
31280520,7072,2.63,1214,3392,353,0,1944,100,0
31280530,6169,2.53,1177,3007,327,0,1516,80,0
31350110,3365,2.21,654,1155,190,0,1252,91,0
31350120,7192,2.47,1500,3104,400,0,1992,151,0
31350310,1368,2.14,367,395,100,0,468,35,0
31350320,1729,2.07,393,500,85,0,669,81,0
31350330,1101,2.16,301,326,72,0,359,38,0
31350340,781,1.97,234,197,43,0,280,27,0
31350350,480,1.97,143,134,21,0,172,5,0
31350360,1297,1.91,330,315,59,0,529,63,0
31350370,65,1.95,18,23,5,0,18,0,0
31350380,303,2.25,93,90,24,0,85,11,0
31370110,7677,2.33,1716,3079,391,0,2292,147,0
31370310,3910,2.24,922,1240,174,0,1414,147,0
31370320,5939,2.15,1312,2041,269,0,2113,170,0
31370330,2356,2.15,651,619,116,0,913,35,0
31370350,1717,2.1,495,486,76,0,620,31,0
31370360,3351,2.68,768,1263,146,0,1077,51,0
31380110,9685,2.52,1823,4530,525,0,2589,135,0
31380111,1655,2.34,419,625,83,0,480,36,0
31380310,3826,2.42,933,1628,181,0,990,65,0
31380320,2000,2.06,585,505,108,0,744,44,0
31380330,5075,2.43,1305,1827,259,0,1525,129,0
31380340,3141,2.3,772,1052,157,0,1069,70,0
31380350,3674,2.21,925,1241,155,0,1212,133,0
31380360,1697,2.19,457,502,81,0,599,53,0
31380370,1665,2.13,467,406,76,0,674,35,0
31380380,1940,2.17,584,546,97,0,678,11,0
31380390,2890,2.11,825,826,125,0,1027,71,0
31380400,6616,2.45,1633,2520,333,0,1952,127,0
31380410,2031,2.2,611,628,121,0,610,52,0
32010110,3048,2.43,779,1116,213,0,872,36,0
32010310,7319,2.63,1288,3717,362,0,1841,46,0
32010320,630,2.45,196,178,36,0,206,5,0
32010330,883,2.7,255,321,106,0,191,5,0
32010340,7116,2.38,1330,3152,333,0,2195,37,0
32010350,503,2.13,164,105,17,0,197,19,0
32010360,1593,2.1,427,441,68,0,609,37,0
32010370,1545,2.49,489,473,100,0,444,15,0
32010380,1087,2.12,350,260,57,0,388,29,0
32010390,453,1.82,160,89,6,0,176,19,0
32010520,2079,1.71,326,471,53,0,1170,53,0
32010530,1427,2.05,243,421,48,0,688,14,0
32010540,1002,2.17,194,367,63,0,352,25,0
32010570,3710,2.3,677,1574,160,0,1226,60,0
32010580,4190,2.3,772,1826,199,0,1319,41,0
32010600,5593,2.49,1045,1968,233,0,2207,87,0
32010610,6038,2.43,1071,2919,308,0,1606,64,0
32010620,8322,2.4,1593,4035,305,0,2267,25,0
32010630,1853,2.38,363,853,93,0,521,6,0
32010640,7535,2.15,947,1652,171,0,4601,84,0
32010650,2783,1.71,372,634,78,0,1646,39,0
32010660,14440,2.49,2489,6857,602,0,4320,55,0
32010670,16056,2.55,3049,8403,780,0,3659,66,0
32010680,6895,2.45,1445,3168,302,0,1892,25,0
32010710,7450,2.63,1459,3679,470,0,1704,86,0
32020110,7615,2.44,1573,3097,235,0,2519,96,0
32020310,3530,2.29,987,1287,172,0,992,69,0
32020320,1531,2.29,484,485,108,0,418,33,0
32020330,7292,2.46,1547,3607,161,0,1795,76,0
32020340,1040,2,338,251,48,0,379,18,0
32020350,949,2.08,324,253,44,0,301,23,0
32020360,5124,2.84,790,1166,127,0,2848,148,0
32020370,3238,2.12,576,1088,133,0,1368,48,0
32020380,1642,1.98,571,409,63,0,561,33,0
32020510,1259,2.27,259,285,59,0,599,50,0
32020520,2427,2.12,444,910,76,0,918,54,0
32020530,5272,2.37,1070,2340,245,0,1529,30,0
32020540,3475,2.41,734,1633,170,0,890,28,0
32020550,7176,2.12,1178,2844,180,0,2844,46,0
32020560,17388,2.4,2843,8462,594,0,5173,128,0
32020570,3826,2.12,780,1331,132,0,1501,40,0
32020580,2094,2.28,464,795,96,0,659,66,0
32020600,11100,2.3,2167,4980,325,0,3410,86,0
32020610,6920,2.17,1081,2431,178,0,3117,31,0
32020620,3823,2.48,704,1832,142,0,1058,52,0
32020630,9935,2.38,1905,4674,351,0,2774,119,0
32020640,3440,2.33,749,1447,182,0,982,58,0
32020660,2723,2.66,641,1318,154,0,563,15,0
32020670,13147,2.41,2063,6507,429,0,3979,56,0
32020680,7374,2.35,1024,3557,191,0,2455,69,0
32020681,9012,2.52,1325,4623,348,0,2569,75,0
32030110,7234,2.07,1706,2310,312,0,2672,192,0
32030310,1414,2.24,403,480,74,0,415,39,0
32030320,719,1.89,269,167,21,0,250,5,0
32030330,1537,2.65,445,542,126,0,395,15,0
32030340,1881,2.2,443,580,126,0,689,29,0
32030350,1702,1.97,482,475,55,0,654,27,0
32030360,2013,2.15,568,574,100,0,729,30,0
32030370,2890,2.19,720,1014,108,0,976,47,0
32030510,6797,2.27,1203,2686,203,0,2587,51,0
32030520,2481,1.97,483,719,87,0,1123,57,0
32030540,1748,1.88,369,428,50,0,857,35,0
32030550,11101,2.27,2240,4658,390,0,3614,99,0
32030560,3330,2.21,816,1252,132,0,1050,61,0
32030570,4816,2.09,1097,1731,161,0,1742,43,0
32030580,5872,2.15,1212,2274,195,0,2092,51,0
32030590,2164,2.19,486,814,68,0,740,26,0
32030600,3119,2.39,722,1422,143,0,777,32,0
32030610,8306,2.44,1319,3031,213,0,3520,136,0
32030620,7324,2.39,1741,3056,436,0,1938,98,0
32030650,10846,2.49,2000,5428,489,0,2713,121,0
32030670,4799,2.29,687,1305,136,0,2581,57,0
32040510,11809,2.4,2643,5315,369,0,3236,109,0
32040520,1735,2.08,433,597,59,0,576,59,0
32040530,7662,2.47,1646,3775,180,0,1863,91,0
32040540,2396,2.13,611,833,93,0,794,46,0
32040550,2267,2.17,518,877,66,0,748,43,0
32040570,1647,1.98,404,470,69,0,644,56,0
32040590,1511,1.92,414,433,50,0,582,22,0
32040600,4255,2.35,1040,1843,165,0,1120,49,0
32040630,1576,2.27,432,541,80,0,498,12,0
32040650,1356,2.11,364,435,62,0,467,19,0
32050510,2629,2.31,586,1047,116,0,785,83,0
32050520,2061,2.08,502,628,92,0,750,75,0
32050530,2467,2.27,588,918,145,0,723,74,0
32050540,5562,2.39,1145,2354,196,0,1697,120,0
32050550,1312,2.02,377,358,29,0,494,44,0
32050560,1614,2.01,422,513,35,0,601,29,0
32050580,1098,1.89,305,270,13,0,468,35,0
32050620,1793,2.08,506,545,71,0,630,32,0
32060510,2157,2.01,456,670,96,0,861,64,0
32060520,1782,2.08,409,590,69,0,655,39,0
32060540,2751,2.09,661,927,131,0,957,63,0
32060560,4241,2.15,897,1636,155,0,1421,110,0
32060570,9002,2.26,1800,3729,323,0,2928,145,0
32060580,10874,2.34,2199,4994,394,0,3024,164,0
32060590,2018,2,454,667,64,0,762,56,0
32060600,1388,2.05,376,393,74,0,503,36,0
32070110,4008,2.62,1140,1233,116,0,1386,87,0
32070120,2729,1.76,643,588,74,0,1343,70,0
32070310,2619,1.96,685,663,71,0,1137,32,0
32070320,569,2.05,198,142,34,0,175,20,0
32070330,357,1.75,122,74,10,0,143,8,0
32070340,842,2,266,230,50,0,286,0,0
32070350,348,1.83,107,85,9,0,140,7,0
32070360,295,2.02,92,82,14,0,99,7,0
32070510,3597,2.04,857,1177,109,0,1350,71,0
32070520,3489,2.24,786,1400,133,0,1096,45,0
32070530,6508,2.41,1156,2769,175,0,2272,89,0
32070540,4000,2.14,859,1477,119,0,1407,105,0
32310110,13488,2.4,2864,5892,592,0,3854,154,0
32310310,2008,2.09,600,514,104,0,733,48,0
32310320,1072,1.99,363,248,53,0,389,11,0
32310330,1108,1.99,364,243,42,0,426,30,0
32310340,1610,2.11,506,407,104,0,558,29,0
32310350,1708,2.07,589,474,84,0,526,16,0
32310360,2480,2.19,673,756,109,0,862,71,0
32310370,1789,2.18,508,418,56,0,753,41,0
32310380,1668,2.17,456,474,85,0,605,30,0
32310390,1425,2.01,424,374,75,0,500,47,0
32320110,7805,2.49,1803,3345,449,0,2049,88,0
32320310,1905,2.18,600,528,88,0,633,47,0
32320320,1203,2.4,424,281,37,0,423,29,0
32320330,2471,2.12,766,688,107,0,837,59,0
32320340,1103,1.91,385,241,33,0,413,19,0
32320350,1135,1.93,393,234,32,0,448,24,0
32320360,1535,2.03,494,395,77,0,527,33,0
32320370,933,2.02,311,234,42,0,320,23,0
32320380,822,1.88,303,172,26,0,304,14,0
32330110,8340,2.32,1949,3127,349,0,2644,212,0
32330120,574,1.68,167,99,14,0,282,10,0
32330310,728,1.8,228,159,7,0,312,16,0
32330330,1000,1.89,280,240,36,0,413,27,0
32330340,989,2.06,319,224,47,0,376,19,0
32330360,1716,2.01,518,429,61,0,667,22,0
32330380,858,1.81,272,198,14,0,353,10,0
32330390,1433,1.88,383,366,34,0,608,24,0
32330400,970,1.79,328,183,22,0,412,20,0
32340110,3514,2.26,902,1269,172,0,1090,47,0
32340310,775,1.97,212,224,30,0,287,18,0
32340320,1138,1.91,379,255,30,0,446,24,0
32340330,2278,2.14,660,698,96,0,780,19,0
32340340,2357,2.29,629,759,113,0,801,29,0
32340350,1320,2.11,388,347,87,0,463,34,0
32340360,3695,2.19,997,1287,147,0,1187,51,0
32340370,2681,2.03,482,771,102,0,1246,62,0
32350110,4261,2.31,1053,1620,207,0,1257,92,0
32350120,1827,2.66,388,519,43,0,789,73,0
32350130,2006,2.2,436,735,84,0,673,64,0
32350140,1614,1.96,400,459,66,0,652,26,0
32350320,1489,1.99,376,450,51,0,555,45,0
32350340,1104,2.13,296,324,46,0,394,36,0
32350350,1609,2.01,475,428,52,0,605,49,0
32350360,727,2.02,192,192,35,0,284,23,0
32350370,958,1.9,281,257,28,0,363,28,0
32360110,1962,2.44,446,804,151,0,521,19,0
32360120,1376,2.39,306,567,81,0,375,45,0
32360130,4467,2.41,1039,1782,246,0,1304,51,0
32360140,5898,2.41,1398,2456,336,0,1551,103,0
32360210,48,1.64,20,13,0,0,15,0,0
32360260,0,#DIV/0!,0,0,0,0,0,0,0
32360270,0,#DIV/0!,0,0,0,0,0,0,0
32360280,0,#DIV/0!,0,0,0,0,0,0,0
32360290,0,#DIV/0!,0,0,0,0,0,0,0
32360310,2158,2.39,520,830,122,0,610,57,0
32360320,861,2.25,247,293,53,0,249,18,0
32370110,3231,2.33,658,1291,167,0,990,107,0
32370310,1169,2.05,320,298,58,0,444,48,0
32370320,1125,2.4,284,407,62,0,339,19,0
32370330,1634,2.1,387,485,69,0,602,78,0
32370340,2554,2.24,547,854,121,0,928,95,0
32380110,5236,2.51,1118,2299,245,0,1398,134,0
32380310,1351,2.19,353,438,85,0,431,42,0
32380320,858,2.08,211,229,44,0,332,30,0
32380330,544,2.02,148,152,20,0,195,29,0
32380340,530,2.22,131,162,43,0,171,22,0
32390110,3638,2.36,823,1420,217,0,1094,49,0
32390310,1642,2.3,368,576,83,0,552,50,0
32390320,3254,2.29,733,1267,173,0,1001,54,0
32390330,2040,2.24,507,699,94,0,685,53,0
32390340,1065,2.26,244,409,47,0,323,39,0
32390350,687,1.99,197,180,34,0,268,5,0
32400110,2754,2.33,669,1072,126,0,793,72,0
32400120,2766,2.01,787,798,110,0,982,70,0
32400260,0,#DIV/0!,0,0,0,0,0,0,0
32400310,1127,1.94,307,320,46,0,422,21,0
32400320,1547,2.14,405,493,103,0,520,12,0
32400330,2938,2.39,697,910,148,0,1106,48,0
32410110,4966,2.25,1070,1905,218,0,1645,80,0
32410310,1186,2.16,346,346,75,0,392,15,0
32410320,1033,2.12,281,294,60,0,374,15,0
32410330,1248,1.85,387,284,26,0,514,21,0
32410340,1413,1.99,401,358,66,0,543,43,0
32410350,2088,2.05,566,583,104,0,784,32,0
33020110,2186,2.09,631,646,89,0,765,47,0
33020310,923,2.01,316,249,32,0,302,14,0
33020320,1471,1.95,447,333,73,0,575,35,0
33020340,1435,2.01,479,367,64,0,488,20,0
33020350,1050,2.03,353,259,43,0,369,21,0
33020360,1813,2.01,551,454,70,0,685,36,0
33020380,1526,2.3,374,612,58,0,442,22,0
33020390,1544,2.28,495,443,96,0,480,18,0
33020400,1046,2.13,338,300,34,0,358,5,0
33020410,1443,2.14,456,383,72,0,500,19,0
33020420,874,2.02,293,215,48,0,299,16,0
33020430,5617,1.85,813,1107,95,0,3417,146,0
33020440,5297,2.21,964,2124,146,0,1906,112,0
33020510,1229,2.05,253,357,51,0,534,22,0
33020530,9241,2.51,2066,4362,487,0,2187,80,0
33020540,3381,2.08,747,1104,147,0,1298,64,0
33020550,6098,2.54,1196,3151,249,0,1415,24,0
33020560,2234,2.31,539,850,132,0,676,21,0
33020570,4179,2.25,1062,1491,223,0,1321,40,0
33020580,4705,2.67,931,2400,186,0,1113,34,0
33020600,3922,1.98,415,476,91,0,2858,61,0
33020610,4233,2.17,880,1539,168,0,1561,67,0
33020620,5848,2.43,1193,2815,226,0,1552,19,0
33020630,16351,2.27,3006,7183,530,0,5260,256,0
33020640,2545,2.54,554,1216,98,0,609,36,0
33030110,2931,2.17,942,828,135,0,937,66,0
33030310,871,2.2,272,238,43,0,292,26,0
33030320,648,1.8,218,112,17,0,283,17,0
33030330,1055,1.76,348,199,19,0,465,17,0
33030340,1015,2.12,342,230,43,0,381,13,0
33030350,333,1.92,101,79,13,0,133,6,0
33030360,1537,1.97,547,373,59,0,528,11,0
33030370,2102,2.03,662,565,98,0,721,43,0
33030510,7216,2.47,1553,3598,251,0,1687,26,0
33030560,8176,2.58,1454,2935,188,0,3416,111,0
33030590,7329,2.09,1816,2500,222,0,2620,100,0
33030600,6369,2.29,1339,2630,182,0,2063,80,0
33030700,2287,2.1,609,733,106,0,805,7,0
33030710,4450,2.26,946,1664,142,0,1601,40,0
33030720,4423,2.4,1026,1932,186,0,1192,58,0
33030730,3964,2.4,867,1773,122,0,1106,51,0
33030740,2716,2.1,661,814,129,0,1053,38,0
33041310,947,2.15,303,286,45,0,293,7,0
33041320,2261,2.14,725,579,92,0,811,35,0
33041330,1658,2.36,496,569,95,0,461,20,0
33041340,2688,2.47,680,1151,176,0,623,40,0
33041350,1644,2.23,451,548,131,0,486,11,0
33041510,2498,2.22,480,936,119,0,903,42,0
33041520,3130,2.03,608,966,116,0,1338,85,0
33041530,3743,2.42,790,1591,221,0,1076,28,0
33041540,4703,2.33,862,2119,202,0,1438,32,0
33041550,11037,2.68,1971,6106,565,0,2216,86,0
33041560,4560,2.92,776,2815,280,0,627,21,0
33041570,12420,2.53,1771,6532,513,0,3372,132,0
33041571,3588,2.47,636,1686,174,0,1006,40,0
33041580,11292,2.82,1866,6973,435,0,1891,11,0
33042310,3909,2.44,945,1686,209,0,981,47,0
33042320,1383,2.6,377,455,80,0,432,21,0
33042510,3393,2.26,663,1395,169,0,1079,70,0
33042520,5275,2.67,1067,2865,290,0,976,57,0
33042530,7989,1.89,1104,2342,240,0,4078,183,0
33042540,7840,2.15,1232,2723,245,0,3493,71,0
33042550,10008,2.63,1507,5436,414,0,2464,71,0
33042560,11359,2.75,1792,6732,430,0,2256,42,0
33042570,6496,2.13,1165,2442,233,0,2491,106,0
33042580,6211,2.15,1003,2520,198,0,2380,74,0
33042590,19880,2.46,2700,9123,574,0,7077,194,0
33043110,9077,2.21,1455,3638,283,0,3483,140,0
33043310,4496,2.84,853,1836,203,0,1489,40,0
33043320,6201,2.49,1353,2889,252,0,1567,57,0
33043510,7015,2.47,1278,3354,323,0,1920,74,0
33043520,18987,2.56,2539,10008,629,0,5367,258,0
33043530,8131,2.01,1242,2710,251,0,3709,163,0
33043540,18423,2.61,3087,10263,717,0,4099,88,0
33043550,5497,1.86,770,1560,147,0,2826,160,0
33043560,11089,2.2,1591,4313,341,0,4508,248,0
33043570,11780,2.15,1835,4340,355,0,4873,280,0
33043580,4419,3.09,733,2281,159,0,1175,24,0
33044110,7983,2.46,1465,3621,309,0,2385,130,0
33044120,4850,2.45,744,2412,105,0,1449,74,0
33044121,14758,2.54,2063,7762,364,0,4205,209,0
33044122,7472,2.19,1168,2658,206,0,3198,184,0
33044310,1944,2.13,552,588,115,0,650,20,0
33044510,6747,2.63,939,3737,268,0,1689,44,0
33044520,6236,1.96,1032,1948,218,0,2848,158,0
33044530,4059,2.26,731,1560,176,0,1498,46,0
33044540,6272,2.26,886,2114,218,0,2951,37,0
33044550,19083,2.48,3050,9538,677,0,5433,223,0
33320110,5916,2.35,1408,2296,323,0,1753,84,0
33320310,832,2.03,259,202,40,0,300,31,0
33320320,660,2.6,186,209,29,0,229,0,0
33320330,1098,1.87,387,248,36,0,413,9,0
33320340,803,1.96,283,197,29,0,277,8,0
33320350,1088,2.06,312,293,50,0,418,5,0
33320360,844,2.28,260,213,53,0,296,14,0
33320370,360,1.88,108,72,16,0,155,9,0
33320380,862,1.87,267,187,43,0,340,20,0
33320390,763,2.26,208,189,36,0,306,12,0
33320400,818,2.02,265,221,39,0,281,6,0
33330110,10641,2.59,2556,4822,600,0,2469,92,0
33330310,1399,2.06,469,374,60,0,465,14,0
33330320,655,1.95,252,141,31,0,225,0,0
33330330,885,1.93,324,199,45,0,299,12,0
33330340,1180,1.81,420,229,29,0,487,0,0
33330350,1495,1.88,474,351,49,0,594,17,0
33330360,1855,2.06,590,541,94,0,592,21,0
33330370,993,2.1,350,272,52,0,302,11,0
33330380,1228,2.26,411,337,67,0,382,23,0
33340110,8785,2.45,1740,3312,491,0,2940,235,0
33340310,1503,2.02,442,406,69,0,552,25,0
33340320,1866,2.17,547,533,108,0,631,34,0
33340330,1019,2.01,318,247,58,0,373,19,0
33340340,861,2.04,249,234,47,0,313,13,0
